,gross_amount,movie_name,open_time,year,tconst,title,releaseYear,runtimeMinutes,genres1,genres2,genres3,averageRating,numVotes,directorName,writerName
523,"$436,798",I Am Not Madame Bovary,11/18,2016,tt5918090,I Am Not Madame Bovary,2016,128,Comedy,Drama,,7.0,1460,Xiaogang Feng,Zhenyun Liu
524,"$388,140",Things To Come,12/2,2016,tt4120176,Things to Come,2016,102,Drama,,,7.0,8620,Mia Hansen-L?ve,Mia Hansen-L?ve
525,"$351,840",Happy Bhaag Jayegi,8/19,2016,tt5472758,Happy Bhag Jayegi,2016,126,Comedy,Romance,,6.4,3959,Mudassar Aziz,Mudassar Aziz
526,"$350,703",Kahaani 2,12/2,2016,tt5477608,Kahaani 2,2016,127,Mystery,Thriller,,6.6,3791,Sujoy Ghosh,Sujoy Ghosh
527,"$346,472",High-Rise,5/13,2016,tt0462335,High-Rise,2015,119,Drama,,,5.6,30377,Ben Wheatley,Amy Jump
528,"$331,507",Te3n,6/10,2016,tt2309562,Ten,2013,118,Drama,,,5.5,31,Craig Wyting,Craig Wyting
529,"$331,507",Te3n,6/10,2016,tt2496400,Ten,2014,83,Adventure,Horror,Mystery,5.6,668,Sophia Cacciola,Michael J. Epstein
530,"$331,507",Te3n,6/10,2016,tt6415838,Ten,2017,\N,Horror,Mystery,Thriller,4.6,152,Chris Robert,Gretchen McNeil
531,"$327,959",Kaashmora,10/28,2016,tt5980232,Kaashmora,2016,163,Action,Comedy,Fantasy,5.6,808,Gokul,Gokul
532,"$269,980",Kingsglaive: Final Fantasy: XV,8/19,2016,tt5595168,Kingsglaive: Final Fantasy XV,2016,110,Action,Adventure,Animation,6.8,16895,Takeshi Nozue,Takashi Hasegawa
533,"$262,921",The Family Fang,4/29,2016,tt2097331,The Family Fang,2015,105,Comedy,Drama,Mystery,6.1,6149,Jason Bateman,Kevin Wilson
534,"$262,921",The Family Fang,4/29,2016,tt3765728,The Family Farm,2014,72,Biography,Documentary,Family,6.8,5,Ari A. Cohen,Ari A. Cohen
535,"$255,388","Life, Animated",7/1,2016,tt3917210,"Life, Animated",2016,92,Animation,Comedy,Documentary,7.5,4437,Roger Ross Williams,Ron Suskind
536,"$231,737",The Invitation,4/8,2016,tt2400463,The Invitation,2015,100,Drama,Mystery,Thriller,6.7,54183,Karyn Kusama,Phil Hay
537,"$219,401",Naam Hai Akira,9/2,2016,tt5465370,Naam Hai Akira,2016,137,Action,Crime,Drama,5.9,3124,A.R. Murugadoss,Santha Kumar
538,"$190,581",Digimon Adventure tri.,9/15,2016,tt5468018,Digimon Adventure Tri. 5,2017,89,Action,Adventure,Animation,7.2,152,Keitar? Motonaga,Mitsutaka Hirota
539,"$182,695",The Masked Saint,1/8,2016,tt3103166,The Masked Saint,2016,105,Action,Biography,Crime,4.6,501,Warren P. Sonoda,Scott Crowell
540,"$177,404",The Wave,3/4,2016,tt2931376,The Wake,2017,86,Horror,,,2.6,195,Faouzi Brahimi,Bryan Brewer
541,"$175,702",Asura: The City of Madness,10/7,2016,tt5918028,Asura: The City of Madness,2016,136,Action,Crime,,6.6,1292,Sung-su Kim,Sung-soo Kim
542,"$159,714",Sunset Song,5/13,2016,tt2262161,Sunset Song,2015,135,Drama,,,6.5,2625,Terence Davies,Lewis Grassic Gibbon
543,"$157,481",Eva Hesse,4/27,2016,tt3601350,Eva Hesse,2016,108,Biography,Documentary,History,6.7,79,Marcie Begleiter,Marcie Begleiter
544,"$151,926",Born to be Blue,3/4,2016,tt2133196,Born to Be Blue,2015,97,Biography,Drama,Music,6.9,5800,Robert Budreau,Robert Budreau
545,"$150,191",Kicks,9/9,2016,tt2402127,Kick,2015,76,Drama,Horror,Thriller,3.2,214,Marcus Warren,Marcus Warren
546,"$149,090",Michael Moore In TrumpLand,10/19,2016,tt6163356,Michael Moore in TrumpLand,2016,73,Documentary,,,5.8,2977,Michael Moore,Michael Moore
547,"$144,822",Krisha,3/18,2016,tt4266638,Krisha,2015,83,Drama,,,7.2,4868,Trey Edward Shults,Trey Edward Shults
548,"$135,382",The Kind Words,6/24,2016,tt3809478,The Kind Words,2015,118,Drama,,,6.7,202,Shemi Zarhin,Shemi Zarhin
549,"$135,026",Tumbledown,2/5,2016,tt2338424,Tumbledown,2015,105,Comedy,Music,Romance,6.2,5118,Sean Mewshaw,Sean Mewshaw
550,"$135,026",Tumbledown,2/5,2016,tt2732210,Tumbledown,2013,80,Drama,Mystery,Romance,4.1,157,Todd Verow,Brad Hallowell
551,"$127,910",The Brand New Testament,12/9,2016,tt3792960,The Brand New Testament,2015,114,Comedy,Fantasy,,7.1,22951,Jaco Van Dormael,Thomas Gunzig
552,"$122,902",A War,2/12,2016,tt3830162,A War,2015,115,Crime,Drama,War,7.1,7380,Tobias Lindholm,Tobias Lindholm
553,"$119,100",Remember the Goal,8/26,2016,tt5066818,Remember the Goal,2016,88,Drama,,,6.7,80,Dave Christiano,Dave Christiano
554,"$117,755",Victor,9/15,2016,tt5078214,Victoria,2016,97,Comedy,Drama,Romance,6.3,2084,Justine Triet,Justine Triet
555,"$109,649",Zero Days,7/8,2016,tt5446858,Zero Days,2016,116,Documentary,,,7.8,6974,Alex Gibney,Alex Gibney
556,"$104,734",Dictator,1/13,2016,tt5304086,Dictator,2016,155,Action,Drama,,4.4,524,Sriwass,Gopimohan
557,"$104,038",Demon,9/9,2016,tt2165715,Demon,2013,77,Horror,,,3.0,85,Rob Walker,Bernie Felix Jr.
558,"$104,038",Demon,9/9,2016,tt7275352,Demon,2017,70,Horror,,,2.7,21,Dallas King,Dallas King
559,"$102,890",Puerto Ricans in Paris,6/10,2016,tt3730510,Puerto Ricans in Paris,2015,82,Comedy,,,5.3,1228,Ian Edelman,Ian Edelman
560,"$102,033",Cameraperson,9/9,2016,tt5375040,Cameraperson,2016,102,Documentary,,,7.4,1656,Kirsten Johnson,Doris Baizley
561,"$98,868",Rock On 2,11/11,2016,tt2137241,Rock On 2,2016,143,Drama,Music,,5.0,1571,Shujaat Saudagar,Abhishek Kapoor
562,"$85,999",Author: The JT LeRoy Story,9/9,2016,tt5278462,Author: The JT LeRoy Story,2016,110,Biography,Documentary,,7.2,815,Jeff Feuerzeig,Jeff Feuerzeig
563,"$78,366",Sky on Fire,12/2,2016,tt6157600,Sky on fire,2016,99,Action,Crime,Thriller,4.8,209,Ringo Lam,Hiroshi Fukazawa
564,"$78,288",Colliding Dreams,3/4,2016,tt3891218,Colliding Dreams,2015,134,Biography,Documentary,History,7.0,81,Oren Rudavsky,Joseph Dorman
565,"$71,916",Raiders!: The Story of the Greatest Fan Film Ever Made,6/17,2016,tt3551954,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,106,Documentary,,,6.9,1486,Tim Skousen,Tim Skousen
566,"$66,680",Max Rose,9/2,2016,tt1439558,Max Rose,2013,83,Drama,,,6.3,372,Daniel Noah,Daniel Noah
567,"$66,175",King Georges,2/26,2016,tt4092774,King Georges,2015,77,Biography,Documentary,,6.9,229,Erika Frankel,Erika Frankel
568,"$63,564",The Tenth Man,7/29,2016,tt5446610,The Tenth Man,2016,82,Comedy,Drama,,5.7,497,Daniel Burman,Daniel Burman
569,"$62,279",Mifune: The Last Samurai,11/25,2016,tt4000670,Mifune: The Last Samurai,2015,80,Documentary,,,7.2,574,Steven Okazaki,Stuart Galbraith IV
570,"$60,438",Too Late,3/18,2016,tt2394063,Too Late,2015,107,Drama,Mystery,Thriller,6.7,1610,Dennis Hauck,Dennis Hauck
571,"$57,635",Command and Control,9/14,2016,tt5598206,Command and Control,2016,92,Documentary,History,,7.2,538,Robert Kenner,Robert Kenner
572,"$57,527",Sold,4/1,2016,tt1411956,Sold,2016,94,Drama,,,6.8,1209,Jeffrey D. Brown,Jeffrey D. Brown
573,"$57,046",Pele: Birth of a Legend,5/13,2016,tt0995868,Pel¨¦: Birth of a Legend,2016,107,Biography,Drama,Sport,7.2,11127,Michael Zimbalist,Jeff Zimbalist
574,"$55,804",L'attesa,4/29,2016,tt3715122,L'attesa,2015,100,Drama,,,6.5,1558,Piero Messina,Giacomo Bendotti
575,"$55,511",The Lovers and the Despot,9/23,2016,tt5278868,The Lovers & the Despot,2016,98,Documentary,Thriller,,6.5,718,Ross Adam,Ross Adam
576,"$53,647",In a Valley of Violence,10/21,2016,tt3608930,In a Valley of Violence,2016,104,Action,Crime,Drama,6.0,10966,Ti West,Ti West
577,"$52,761",The Club,2/5,2016,tt3107254,The Cube,2013,\N,Thriller,,,5.9,283,Scott McMahon,Scott McMahon
578,"$51,950",Cemetery of Splendor,3/4,2016,tt2818654,Cemetery of Splendor,2015,122,Drama,Fantasy,,6.8,3199,Apichatpong Weerasethakul,Apichatpong Weerasethakul
579,"$50,203",The Treasure,1/8,2016,tt4515684,The Treasure,2015,89,Comedy,,,6.8,2125,Corneliu Porumboiu,Corneliu Porumboiu
580,"$47,258",Ma ma,5/20,2016,tt2023587,Mama,2013,100,Horror,Thriller,,6.2,151279,Andy Muschietti,Andy Muschietti
581,"$47,258",Ma ma,5/20,2016,tt5437970,Mama,2016,90,Drama,,,6.6,23,Vlado Skafar,Vlado Skafar
582,"$43,756",The Land,7/29,2016,tt5164412,The Land,2016,104,Drama,,,6.4,1245,Steven Caple Jr.,Steven Caple Jr.
583,"$43,403",Mastizaade,1/29,2016,tt3726012,Mastizaade,2016,119,Comedy,,,2.4,2073,Milap Zaveri,Mushtaq Sheikh
584,"$42,166",Closet Monster,9/23,2016,tt3638396,Closet Monster,2015,90,Drama,Fantasy,Mystery,7.0,5725,Stephen Dunn,Stephen Dunn
585,"$39,928",Is That a Gun in Your Pocket?,9/16,2016,tt4196832,Is That a Gun in Your Pocket?,2016,95,Comedy,,,5.8,2074,Matt Cooper,Matt Cooper
586,"$37,766",Come What May,9/9,2016,tt2296747,Come What May,2015,114,Drama,War,,6.6,611,Christian Carion,Christian Carion
587,"$36,885",Trust Fund,1/8,2016,tt3969208,Trust Fund,2017,107,Drama,,,6.5,47,Sandra L. Martin,Sandra L. Martin
588,"$36,027","Kill Me, Deadly",4/1,2016,tt2022441,"Kill Me, Deadly",2015,100,Comedy,History,Mystery,7.4,54,Darrett Sanders,Bill Robens
589,"$620,180,528",Star Wars: The Last Jedi,12/15,2017,tt2527336,Star Wars: The Last Jedi,2017,152,Action,Adventure,Fantasy,7.4,361181,Rian Johnson,Rian Johnson
590,"$412,563,408",Wonder Woman,6/2,2017,tt0451279,Wonder Woman,2017,141,Action,Adventure,Fantasy,7.5,399935,Patty Jenkins,Allan Heinberg
591,"$403,951,484",Jumanji: Welcome to the Jungle,12/20,2017,tt2283362,Jumanji: Welcome to the Jungle,2017,119,Action,Adventure,Comedy,7.0,140375,Jake Kasdan,Chris McKenna
592,"$389,813,101",Guardians of the Galaxy Vol. 2,5/5,2017,tt2015381,Guardians of the Galaxy,2014,121,Action,Adventure,Sci-Fi,8.1,828704,James Gunn,James Gunn
593,"$389,813,101",Guardians of the Galaxy Vol. 2,5/5,2017,tt3896198,Guardians of the Galaxy Vol. 2,2017,136,Action,Adventure,Sci-Fi,7.7,361364,James Gunn,James Gunn
594,"$327,481,748",It,9/8,2017,tt1396484,It,2017,135,Drama,Horror,Thriller,7.5,265111,Andy Muschietti,Chase Palmer
595,"$315,058,289",Thor: Ragnarok,11/3,2017,tt3501632,Thor: Ragnarok,2017,130,Action,Adventure,Comedy,7.9,296225,Taika Waititi,Eric Pearson
596,"$229,024,295",Justice League,11/17,2017,tt0974015,Justice League,2017,120,Action,Adventure,Fantasy,6.7,236444,Zack Snyder,Chris Terrio
597,"$176,040,665",Get Out,2/24,2017,tt5052448,Get Out,2017,104,Horror,Mystery,Thriller,7.7,293461,Jordan Peele,Jordan Peele
598,"$175,750,384",The LEGO Batman Movie,2/10,2017,tt4116284,The LEGO Batman Movie,2017,104,Action,Adventure,Animation,7.3,97738,Chris McKay,Seth Grahame-Smith
599,"$175,003,033",The Boss Baby,3/31,2017,tt3874544,The Boss Baby,2017,97,Animation,Comedy,Family,6.3,76662,Tom McGrath,Michael McCullers
600,"$152,901,115",Cars 3,6/16,2017,tt3606752,Cars 3,2017,102,Adventure,Animation,Comedy,6.8,43378,Brian Fee,Brian Fee
601,"$146,880,162",War for the Planet of the Apes,7/14,2017,tt2103281,Dawn of the Planet of the Apes,2014,130,Action,Adventure,Drama,7.6,369953,Matt Reeves,Mark Bomback
602,"$138,291,365",Split,1/20,2017,tt5495666,Split,2016,80,Drama,,,6.8,19,Lawrence C?t¨¦-Collins,Lawrence C?t¨¦-Collins
603,"$107,825,862",Baby Driver,6/28,2017,tt3890160,Baby Driver,2017,112,Action,Crime,Music,7.7,289449,Edgar Wright,Edgar Wright
604,"$104,029,443",Daddy's Home 2,11/10,2017,tt5657846,Daddy's Home 2,2017,100,Comedy,,,6.0,29217,Sean Anders,Sean Anders
605,"$81,835,084",The Post,12/22,2017,tt1517260,The Host,2013,125,Action,Adventure,Romance,5.9,101180,Andrew Niccol,Andrew Niccol
606,"$81,835,084",The Post,12/22,2017,tt5537146,The Host,2015,60,Documentary,,,6.4,8,Miranda Pennell,Miranda Pennell
607,"$81,835,084",The Post,12/22,2017,tt6294822,The Post,2017,116,Biography,Drama,History,7.2,60378,Steven Spielberg,Liz Hannah
608,"$74,262,031",Alien: Covenant,5/19,2017,tt2316204,Alien: Covenant,2017,122,Horror,Sci-Fi,Thriller,6.5,194299,Ridley Scott,Dan O'Bannon
609,"$73,921,000",Captain Underpants: The First Epic Movie,6/2,2017,tt2091256,Captain Underpants: The First Epic Movie,2017,89,Action,Animation,Comedy,6.2,17684,David Soren,Nicholas Stoller
610,"$72,110,659",A Bad Moms Christmas,11/1,2017,tt6359956,A Bad Moms Christmas,2017,104,Adventure,Comedy,,5.5,20840,Jon Lucas,Jon Lucas
611,"$63,814,637",The Shape of Water,12/1,2017,tt5580390,The Shape of Water,2017,123,Adventure,Drama,Fantasy,7.5,193969,Guillermo del Toro,Guillermo del Toro
612,"$58,060,186",Baywatch,5/25,2017,tt1469304,Baywatch,2017,116,Action,Comedy,Crime,5.6,99309,Seth Gordon,Michael Berk
613,"$57,386,418",The Shack,3/3,2017,tt2872518,The Shack,2017,132,Drama,Fantasy,,6.3,21350,Stuart Hazeldine,John Fusco
614,"$54,465,037","Three Billboards Outside Ebbing, Missouri",11/10,2017,tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,115,Crime,Drama,,8.2,214196,Martin McDonagh,Martin McDonagh
615,"$51,342,000",American Made,9/29,2017,tt3532216,American Made,2017,115,Action,Biography,Comedy,7.2,93843,Doug Liman,Gary Spinelli
616,"$45,852,178",Snatched,5/12,2017,tt2334871,Snatched,2017,90,Action,Comedy,,4.4,24480,Jonathan Levine,Katie Dippold
617,"$45,540,830",The Great Wall,2/17,2017,tt2034800,The Great Wall,2016,103,Action,Adventure,Fantasy,6.0,96886,Yimou Zhang,Carlo Bernard
618,"$45,020,282",Smurfs: The Lost Village,4/7,2017,tt2398241,Smurfs: The Lost Village,2017,90,Adventure,Animation,Comedy,5.9,12845,Kelly Asbury,Stacey Harman
619,"$44,307,192",47 Meters Down,6/16,2017,tt2932536,47 Meters Down,2017,89,Adventure,Drama,Horror,5.7,29830,Johannes Roberts,Johannes Roberts
620,"$42,873,127",The Big Sick,6/23,2017,tt5462602,The Big Sick,2017,120,Comedy,Drama,Romance,7.6,81941,Michael Showalter,Emily V. Gordon
621,"$39,175,066",King Arthur: Legend of the Sword,5/12,2017,tt1972591,King Arthur: Legend of the Sword,2017,126,Action,Adventure,Drama,6.8,145011,Guy Ritchie,Joby Harold
622,"$36,249,674",American Assassin,9/15,2017,tt1961175,American Assassin,2017,112,Action,Thriller,,6.2,42730,Michael Cuesta,Stephen Schiff
623,"$33,800,859",Wind River,8/4,2017,tt5362988,Wind River,2017,107,Crime,Drama,Mystery,7.8,117393,Taylor Sheridan,Taylor Sheridan
624,"$33,700,160",Geostorm,10/20,2017,tt1981128,Geostorm,2017,109,Action,Sci-Fi,Thriller,5.4,55431,Dean Devlin,Dean Devlin
625,"$30,353,973",Underworld: Blood Wars,1/6,2017,tt3717252,Underworld: Blood Wars,2016,91,Action,Adventure,Fantasy,5.8,55701,Anna Foerster,Cory Goodman
626,"$30,006,215","I, Tonya",12/8,2017,tt5580036,"I, Tonya",2017,120,Biography,Comedy,Drama,7.6,79335,Craig Gillespie,Steven Rogers
627,"$29,812,876",Hostiles,12/22,2017,tt5085522,Hostile,2017,83,Drama,Horror,,5.4,242,Mathieu Turi,Mathieu Turi
628,"$29,812,876",Hostiles,12/22,2017,tt5478478,Hostiles,2017,134,Adventure,Drama,Western,7.3,11167,Scott Cooper,Scott Cooper
629,"$27,793,018",Rings,2/3,2017,tt0498381,Rings,2017,102,Drama,Horror,,4.5,29241,F. Javier Guti¨¦rrez,David Loucka
630,"$27,020,284",Home Again,9/8,2017,tt5719700,Home Again,2017,97,Comedy,Drama,Romance,5.7,15102,Hallie Meyers-Shyer,Hallie Meyers-Shyer
631,"$25,584,504",The House,6/30,2017,tt3678180,Theo's House,2014,108,Drama,Romance,,5.4,12,Rax Rinnekangas,Rax Rinnekangas
632,"$25,584,504",The House,6/30,2017,tt4481514,The House,2017,88,Comedy,,,5.6,23222,Andrew Jay Cohen,Andrew Jay Cohen
633,"$25,113,707",All the Money in the World,12/25,2017,tt5294550,All the Money in the World,2017,132,Biography,Crime,Drama,7.0,28629,Ridley Scott,David Scarpa
634,"$24,801,212",Gifted,4/7,2017,tt4481414,Gifted,2017,101,Drama,,,7.6,64379,Marc Webb,Tom Flynn
635,"$24,449,754",Downsizing,12/22,2017,tt1389072,Downsizing,2017,135,Comedy,Drama,Sci-Fi,5.7,41293,Alexander Payne,Alexander Payne
636,"$22,245,070",Victoria and Abdul,9/22,2017,tt5816682,Victoria & Abdul,2017,111,Biography,Drama,History,6.8,17544,Stephen Frears,Lee Hall
637,"$21,858,070",Leap!,8/25,2017,tt2261287,Leap!,2016,89,Adventure,Animation,Comedy,6.8,13094,Paulette Victor-Lifton,Eric Summer
638,"$21,023,275",Phantom Thread,12/25,2017,tt5776858,Phantom Thread,2017,130,Drama,Romance,,7.7,50185,Paul Thomas Anderson,Paul Thomas Anderson
639,"$20,783,704",Sleepless,1/13,2017,tt2072233,Sleepless,2017,95,Action,Crime,Thriller,5.6,21524,Baran bo Odar,Andrea Berloff
640,"$20,738,724",Diary of a Wimpy Kid: The Long Haul,5/19,2017,tt6003368,Diary of a Wimpy Kid: The Long Haul,2017,91,Comedy,Family,,4.3,4206,David Bowers,Jeff Kinney
641,"$18,065,180",Call Me by Your Name,11/24,2017,tt5726616,Call Me by Your Name,2017,132,Drama,Romance,,8.0,97729,Luca Guadagnino,James Ivory
642,"$17,800,004",mother!,9/15,2017,tt5109784,Mother!,2017,121,Drama,Horror,Mystery,6.7,112773,Darren Aronofsky,Darren Aronofsky
643,"$17,501,244",Father Figures,12/22,2017,tt1966359,Father Figures,2017,113,Comedy,,,5.2,5076,Lawrence Sher,Justin Malen
644,"$16,790,139",Detroit,7/28,2017,tt5390504,Detroit,2017,143,Crime,Drama,Thriller,7.4,29299,Kathryn Bigelow,Mark Boal
645,"$14,301,505",Wish Upon,7/14,2017,tt5322012,Wish Upon,2017,90,Fantasy,Horror,Thriller,5.1,10388,John R. Leonetti,Barbara Marshall
646,"$11,962,778","Roman J. Israel, Esq.",11/17,2017,tt6000478,"Roman J. Israel, Esq.",2017,122,Crime,Drama,,6.4,13664,Dan Gilroy,Dan Gilroy
647,"$10,051,659",Marshall,10/13,2017,tt5301662,Marshall,2017,118,Biography,Drama,,7.2,8870,Reginald Hudlin,Jacob Koskoff
648,"$9,536,300",Thank You for Your Service (2017),10/27,2017,tt2776878,Thank You for Your Service,2017,109,Biography,Drama,War,6.5,6547,Jason Hall,Jason Hall
649,"$9,420,546",Rock Dog,2/24,2017,tt2822672,Rock Dog,2016,90,Adventure,Animation,Comedy,5.9,3131,Ash Brannon,Ash Brannon
650,"$8,580,410",The Lost City of Z,4/14,2017,tt1212428,The Lost City of Z,2016,141,Adventure,Biography,Drama,6.6,55360,James Gray,James Gray
651,"$8,106,986",A Cure for Wellness,2/17,2017,tt4731136,A Cure for Wellness,2016,146,Drama,Fantasy,Horror,6.4,58557,Gore Verbinski,Justin Haythe
652,"$7,233,471",Let there be Light,10/27,2017,tt5804314,Let There Be Light,2017,100,Drama,,,4.6,1550,Kevin Sorbo,Dan Gordon
653,"$7,227,038",Gold,1/27,2017,tt2338846,Gold,2013,101,Adventure,Drama,Western,6.2,894,Thomas Arslan,Thomas Arslan
654,"$7,227,038",Gold,1/27,2017,tt5162658,Gold,2017,103,Adventure,Drama,History,5.7,506,Agust¨ªn D¨ªaz Yanes,Arturo P¨¦rez-Reverte
655,"$7,123,919",I am Not Your Negro,2/3,2017,tt5804038,I Am Not Your Negro,2016,93,Documentary,,,7.8,11283,Raoul Peck,James Baldwin
656,"$6,901,965",Birth of the Dragon,8/25,2017,tt2720826,Birth of the Dragon,2016,95,Action,Biography,Drama,5.3,4645,George Nolfi,Stephen J. Rivele
657,"$6,735,118",Loving Vincent,9/22,2017,tt3262342,Loving Vincent,2017,94,Animation,Biography,Crime,7.9,25344,Hugh Welchman,Dorota Kobiela
658,"$6,303,560",Lowriders,5/12,2017,tt1366338,Lowriders,2016,98,Adventure,Crime,Drama,5.6,1502,Ricardo de Montreuil,Elgin James
659,"$6,170,998",Maudie,4/14,2017,tt3721954,Maudie,2016,115,Biography,Drama,Romance,7.7,7596,Aisling Walsh,Sherry White
660,"$5,904,366",The Florida Project,10/6,2017,tt5649144,The Florida Project,2017,111,Drama,,,7.7,43358,Sean Baker,Sean Baker
661,"$5,802,208",All Saints,8/25,2017,tt4663548,All Saints,2017,108,Drama,,,5.8,833,Steve Gomer,Steve Armour
662,"$5,775,178",Suburbicon,10/27,2017,tt0491175,Suburbicon,2017,105,Crime,Drama,Mystery,5.5,19129,George Clooney,Joel Coen
663,"$5,560,921",Tiger Zinda Hai,12/22,2017,tt5956100,Tiger Zinda Hai,2017,161,Action,Adventure,Thriller,6.3,14727,Ali Abbas Zafar,Neelesh Misra
664,"$4,211,129",Stronger,9/22,2017,tt6319470,Stranger,2017,54,Documentary,Drama,Sport,9.2,5,Kenneth Michiels,Kenneth Michiels
665,"$4,077,333",The Hero,6/9,2017,tt5655222,The Hero,2017,93,Comedy,Drama,Romance,6.5,5242,Brett Haley,Brett Haley
666,"$3,759,078",Friend Request,9/22,2017,tt2277308,Friend Request,2013,91,Thriller,,,5.2,79,Mario DeAngelis,Jason Falasco
667,"$3,614,896",Table 19,3/3,2017,tt1412528,Table 19,2017,87,Comedy,Drama,Romance,5.8,17245,Jeffrey Blitz,Mark Duplass
668,"$3,600,146",Phoenix Forgotten,4/21,2017,tt6574272,Phoenix Forgotten,2017,87,Horror,Mystery,Sci-Fi,5.2,3704,Justin Barber,T.S. Nowlin
669,"$3,496,795",An Inconvenient Sequel: Truth to Power,7/28,2017,tt6322922,An Inconvenient Sequel: Truth to Power,2017,98,Documentary,,,6.2,5140,Bonni Cohen,Al Gore
670,"$3,024,308",Ingrid Goes West,8/11,2017,tt5962210,Ingrid Goes West,2017,98,Comedy,Drama,,6.7,18545,Matt Spicer,David Branson Smith
671,"$2,587,072",A Question Of Faith,9/29,2017,tt6054650,A Question of Faith,2017,104,Drama,,,4.9,501,Kevan Otto,Ty Manns
672,"$2,570,392",Is Genesis History?,2/23,2017,tt6360332,Is Genesis History?,2017,100,Documentary,,,4.1,1199,Thomas Purifoy,Thomas Purifoy
673,"$2,455,635",Tulip Fever,9/1,2017,tt0491203,Tulip Fever,2017,105,Drama,Romance,,6.2,9778,Justin Chadwick,Deborah Moggach
674,"$2,402,067",The Salesman,1/27,2017,tt5186714,The Salesman,2016,124,Drama,Thriller,,7.8,33910,Asghar Farhadi,Asghar Farhadi
675,"$2,402,004",T2: Trainspotting,3/17,2017,tt2763304,T2 Trainspotting,2017,117,Drama,,,7.3,79886,Danny Boyle,John Hodge
676,"$2,401,722",Pokemon the Movie: I Choose You!,11/5,2017,tt6595896,Pok¨¦mon the Movie: I Choose You!,2017,98,Action,Adventure,Animation,6.5,2150,Kunihiko Yuyama,Takeshi Shudo
677,"$2,335,162",Jeepers Creepers 3,9/26,2017,tt1139592,Jeepers Creepers III,2017,100,Horror,Mystery,Thriller,4.3,11481,Victor Salva,Victor Salva
678,"$2,280,004",Collide,2/24,2017,tt2126235,Collide,2016,99,Action,Crime,Thriller,5.7,11363,Eran Creevy,F. Scott Frazier
679,"$2,194,521",The Lovers,5/5,2017,tt1321869,The Lovers,2013,109,Action,Adventure,Romance,4.5,2687,Roland Joff¨¦,Ajey Jhankar
680,"$2,194,521",The Lovers,5/5,2017,tt3746918,The Losers,2013,112,Drama,,,3.6,15,Yi-an Lou,Yi-an Lou
681,"$2,194,521",The Lovers,5/5,2017,tt4515824,These Lovers,2014,81,Drama,Romance,,7.8,9,Piotr Skowronski,Piotr Skowronski
682,"$2,133,158",Brad's Status,9/15,2017,tt5884230,Brad's Status,2017,102,Comedy,Drama,Music,6.5,8396,Mike White,Mike White
683,"$1,915,789",Everybody Loves Somebody,2/17,2017,tt5537228,Everybody Loves Somebody,2017,102,Comedy,Romance,,6.5,2461,Catalina Aguilar Mastretta,Catalina Aguilar Mastretta
684,"$1,865,396",A Quiet Passion,4/14,2017,tt2392830,A Quiet Passion,2016,125,Biography,Drama,,6.6,3676,Terence Davies,Terence Davies
685,"$1,803,064",The Wall,5/12,2017,tt2159988,The Walk,2015,89,Crime,Thriller,,6.7,121,Timothy Fielding,Timothy Fielding
686,"$1,803,064",The Wall,5/12,2017,tt2926868,The Call,2013,25,Documentary,,,7.5,10,Reber Dosky,Reber Dosky
687,"$1,703,036",Menashe,7/28,2017,tt6333086,Menashe,2017,82,Drama,,,6.5,1054,Joshua Z Weinstein,Alex Lipschultz
688,"$1,687,000",Slamma Jamma,3/24,2017,tt5319866,Slamma Jamma,2017,104,Drama,Sport,,6.6,1003,Timothy A. Chey,Timothy A. Chey
689,"$1,664,648",Jab Harry Met Sejal,8/4,2017,tt5997666,Jab Harry met Sejal,2017,143,Comedy,Drama,Romance,5.5,14321,Imtiaz Ali,Imtiaz Ali
690,"$1,647,175",The Little Hours,6/30,2017,tt5666304,The Little Hours,2017,90,Comedy,Romance,,5.8,9822,Jeff Baena,Jeff Baena
691,"$1,596,371",A Ghost Story,7/7,2017,tt5703622,Asian Ghost Story,2016,75,Action,Horror,,2.7,15,David DeCoteau,David DeCoteau
692,"$1,596,371",A Ghost Story,7/7,2017,tt6265828,A Ghost Story,2017,92,Drama,Fantasy,Romance,6.9,33289,David Lowery,David Lowery
693,"$1,584,759",Professor Marston & the Wonder Women,10/13,2017,tt6133130,Professor Marston and the Wonder Women,2017,108,Biography,Drama,,7.1,10381,Angela Robinson,Angela Robinson
694,"$1,579,440",The Stray,10/6,2017,tt5342904,The Stray,2017,92,Drama,Family,,5.2,452,Mitch Davis,Mitch Davis
695,"$1,431,255",Judwaa 2,9/29,2017,tt5456546,Judwaa 2,2017,145,Action,Comedy,,4.0,5846,David Dhawan,Yunus Sajawal
696,"$1,412,404",The Wedding Plan,5/12,2017,tt5991206,The Wedding Plan,2016,110,Comedy,Romance,,6.6,679,Rama Burshtein,Rama Burshtein
697,"$1,404,061",Wonder Wheel,12/1,2017,tt5825380,Wonder Wheel,2017,101,Drama,,,6.2,11310,Woody Allen,Woody Allen
698,"$1,323,312",The Dinner,5/5,2017,tt3203620,The Dinner,2017,120,Crime,Drama,Thriller,4.5,5097,Oren Moverman,Herman Koch
699,"$1,323,312",The Dinner,5/5,2017,tt3561348,The Dinner,2014,92,Drama,,,6.5,1174,Ivano De Matteo,Valentina Ferlan
